municipality,year,month,ndvi_mean,ndvi_std,evi_mean,evi_std,ndwi_mean,ndwi_std,s2_valid_px,vv_mean,vv_std,vh_mean,vh_std,s1_valid_px
City of San Pedro,2019,7,0.36875785355342194,0.31888146180044513,0.29135623573533187,0.2576866786587689,-0.35736243647732835,0.2755293048847326,40349,-4.62993863063111,4.305798460367488,-11.629562698749071,4.032427356869978,60964
City of San Pedro,2019,8,0.39059440265918,0.2797619066756615,0.3740346704985832,1.0669476659650996,-0.362376649904911,0.2367191498078704,27694,-5.471874003486809,3.900700177867207,-11.11414744538183,4.43139042245079,60919
City of San Pedro,2019,9,,,,,,,,-5.153753695227044,4.122649550054512,-12.05061999164977,4.323651507514982,60970
City of San Pedro,2019,10,0.3927250638742595,0.3033248142186499,0.29390329479227867,0.23825131294375623,-0.38715890243188233,0.26383118029798913,56926,-4.91769114287456,4.219676642280223,-11.783670639716796,4.140650950479656,60966
City of San Pedro,2019,11,0.2852065803793184,0.14597125323311652,0.29453450394112524,0.17204989664865747,-0.2281218350881983,0.12501645226323632,8059,-5.139403684985062,3.9754581263128874,-12.070287441810681,4.15106041081255,60927
City of San Pedro,2019,12,0.33468243616611143,0.286260142943137,0.25747858223798814,0.2234854816952793,-0.34402195115646883,0.25495476265606715,35002,-5.252833894177405,3.8632005555215914,-12.04976466904244,4.116371126005178,60981
City of San Pedro,2020,1,0.3378941073798208,0.32007886533460733,0.2497903384211333,0.22436176346134776,-0.3424730800067303,0.29745265698274975,36140,-5.266480507069688,4.097274940169364,-12.024536016844596,4.2982945482167585,60866
City of San Pedro,2020,2,0.35445092360843294,0.2541518222914736,0.23935357873439514,0.1837627071613335,-0.3800685130166449,0.2144435189546233,61065,-5.54138043222276,4.1152667713605,-12.463522165954934,4.415743108401954,60950
City of San Pedro,2020,3,0.30774184171818436,0.2639408884273876,0.21476725359402712,0.19112484907826635,-0.341224835383369,0.23699803139076886,57424,-5.624979319450984,4.169158026734517,-12.364533511901067,4.339892821392128,60947
City of San Pedro,2020,4,0.2724982946801749,0.23211824268588177,0.21278009761195926,0.1992695589541942,-0.3005662683868624,0.20696917130692097,46316,-5.693200758015484,4.263059314156035,-12.453804694324477,4.335883278615081,60949
City of San Pedro,2020,5,0.3644605867363779,0.296788481262445,0.2713531459451606,0.2587038939462979,-0.3628667462018172,0.24854414271638933,54666,-5.027228053239544,4.282276765670927,-11.8164012185268,4.1381903122281365,60997
City of San Pedro,2020,6,0.410545937268451,0.305247487311716,0.27502502776518384,8.852792078243196,-0.4077483909501279,0.2405638449351677,52619,-5.169472585250589,3.986705435476498,-12.040649838876679,4.1484824604027635,61018
City of San Pedro,2020,7,0.35510955247201864,0.2853403582890096,0.2810286542242199,0.6493325492448031,-0.34731884274179514,0.2449146097795609,48367,-4.829592457728058,3.9526156731992033,-10.505773385867291,4.175172769423009,60965
City of San Pedro,2020,8,0.40756150005323494,0.267438391884649,0.32562224618004665,0.22900583829333815,-0.40135263495172796,0.21121061039138053,46234,-5.035431400465424,4.085757615182215,-11.837340884077262,4.191633942058035,60958
City of San Pedro,2020,9,0.34702972633361906,0.3605761578182468,0.32541521510516563,1.2026889554689362,-0.33815046072753197,0.32457103481087146,37639,-5.50345214280859,3.916633108225479,-11.058661019627555,4.379247050216259,60835
City of San Pedro,2020,10,0.3665439854649252,0.29447034126585336,0.30773793448035314,0.2265972515930444,-0.3562674036863235,0.2601848406635334,46958,-3.7704805205577134,4.195151592526138,-11.025450242205814,4.05290308552351,60999
City of San Pedro,2020,11,0.3851260555238493,0.3409649452936104,0.27095620054750574,0.4386983678840935,-0.38909603277423394,0.29433448943599766,55629,-4.741981705271735,4.124123971997744,-11.768546282125962,4.364173156327464,60932
City of San Pedro,2020,12,-0.015457362619211353,0.10316087500464578,-0.08133802272716055,0.2169530959290786,0.03610469054846039,0.10387406461795615,370,-4.966340544896444,4.291798463676398,-11.889509000135657,4.359123370872649,60917
City of San Pedro,2021,1,0.3778630225576716,0.2931908235965208,0.2844510204823786,0.4303859511944963,-0.3663566249900077,0.25884448248030145,53747,-4.877763757129452,3.8391876674288183,-11.992425493330584,4.335419713207531,60958
City of San Pedro,2021,2,0.36527000898477885,0.33457916061209486,0.2557413895745523,0.2196298477629682,-0.3764839397932672,0.3041393031327355,60385,-4.775396207217932,4.731302814886552,-11.81737368901714,4.350643380664245,60987
City of San Pedro,2021,3,0.34659524047158896,0.24817895722263092,0.24704262324822085,0.1970092474630969,-0.3509172912212834,0.21164668250996677,1577,-5.194782274120028,4.19840803108091,-12.139020367675986,4.433769773009973,60692
City of San Pedro,2021,4,0.31861255602052163,0.25727677094470386,0.30046081740393055,0.23525417317406472,-0.31505954819704063,0.2558933725280874,11597,-5.245187922982381,4.22435249488114,-12.119877020674462,4.456165937365239,60863
City of San Pedro,2021,5,0.30064044254221356,0.2459549507942302,0.2173201535034178,0.5347890118192306,-0.3319990950754087,0.2194490607008849,60772,-5.420152886454645,4.482471314578474,-12.364307710571643,4.569442067455323,60912
City of San Pedro,2021,6,0.3371850882406064,0.23082069135539277,0.48013361608321364,0.35809327522281703,-0.2649821738695818,0.20378732417645193,17694,-5.176290942852717,4.296181824463351,-12.117290095663598,4.333316355335128,60907
City of San Pedro,2021,7,0.5668880257918067,0.30609169782336004,0.5109683952431823,1.3186874358669232,-0.5040853868166576,0.24076045749782876,22837,-4.266606268058848,4.363136531636375,-11.387313498447632,4.263377210793016,60853
City of San Pedro,2021,8,0.42153037032524265,0.20822104178281442,0.48842515316418167,0.41597961273066925,-0.3589222693197091,0.16766360415800077,8115,-5.393956427336397,4.084484175816583,-11.095573140383994,4.485146654198163,60641
City of San Pedro,2021,9,0.4089021625111321,0.3252735947646016,0.29966250605813727,0.3009162786762779,-0.4050866628015083,0.2753061065900805,59875,-5.142147177470187,4.474022330081076,-11.97965948316588,4.239047370939906,60907
