municipality,year,season,seq_step,month,rain,temp,humid,ndvi,vv,vh,suspected_proxy,yield_mt_ha
Los Baños,2024,Dry,6,6,391.6,26.38,88.11,0.6993898938027967,-5.956852284405839,-12.502883479287185,False,5.31347
Luisiana,2024,Dry,1,1,134.8,21.68,90.1,0.5599811571188793,-6.40022184280779,-13.229785783722857,False,4.39423
Luisiana,2024,Dry,2,2,105.1,22.16,89.3,0.8428659390775606,-6.449773883259635,-13.311107481154359,False,4.39423
Luisiana,2024,Dry,3,3,125.9,22.75,89.08,0.6936209235135107,-6.565238417834499,-13.218759844756864,False,4.39423
Luisiana,2024,Dry,4,4,43.0,25.06,83.86,0.8145912104927909,-6.561399955984788,-13.30746130728874,False,4.39423
Luisiana,2024,Dry,5,5,390.8,25.74,85.15,0.7775082641347795,-6.568425132238674,-13.164516416680698,False,4.39423
Luisiana,2024,Dry,6,6,310.0,25.17,89.0,0.7872287537400533,-6.104133524425462,-12.920502040238276,False,4.39423
Lumban,2024,Dry,1,1,106.1,22.64,87.51,0.557878649588374,-7.448850255547235,-14.154542585481448,False,4.04333
Lumban,2024,Dry,2,2,92.3,23.09,87.14,0.7188507986558931,-7.619653382852651,-14.241263542193614,False,4.04333
Lumban,2024,Dry,3,3,115.4,23.63,87.45,0.601336060930045,-7.67928169846625,-14.09244198313026,False,4.04333
Lumban,2024,Dry,4,4,30.9,25.95,82.62,0.7242250244361589,-7.5723711144480745,-14.156550175253368,False,4.04333
Lumban,2024,Dry,5,5,307.6,26.48,84.68,0.6957123403482447,-7.361089564660452,-13.687246002844118,False,4.04333
Lumban,2024,Dry,6,6,289.0,25.85,90.13,0.7257239303584623,-7.230906888220213,-13.81025326343519,False,4.04333
Mabitac,2024,Dry,1,1,17.6,24.8,76.98,0.4287297024207289,-7.912491260373316,-15.276670497754623,False,4.35098
Mabitac,2024,Dry,2,2,15.5,25.38,75.44,0.7137574056193708,-8.222456122233018,-14.798081201018102,False,4.35098
Mabitac,2024,Dry,3,3,28.0,25.99,75.51,0.5550325822601561,-8.103993544497515,-14.506822798472857,False,4.35098
Mabitac,2024,Dry,4,4,6.7,28.37,70.91,0.5902704565339676,-8.457894172496585,-14.964937126679173,False,4.35098
Mabitac,2024,Dry,5,5,228.6,28.89,74.05,0.5465692996473009,-8.471451534755987,-15.125638148917334,False,4.35098
Mabitac,2024,Dry,6,6,316.2,27.5,84.57,,-7.437132323823168,-14.706046514051453,False,4.35098
Magdalena,2024,Dry,1,1,33.0,25.28,79.3,0.5877355047606697,-6.7087080712565506,-13.474632959024232,False,5.41164
Magdalena,2024,Dry,2,2,25.6,26.0,77.03,0.7501648138709223,-7.18195021878871,-13.804569866006021,False,5.41164
Magdalena,2024,Dry,3,3,52.1,26.56,77.1,0.5972242925269214,-7.429918117389465,-13.855123057961093,False,5.41164
Magdalena,2024,Dry,4,4,17.9,29.1,71.28,0.5991713047985707,-7.850438753184621,-14.600328117149328,False,5.41164
Magdalena,2024,Dry,5,5,340.0,29.29,76.14,0.5697834568328999,-7.020555393070278,-13.5497124406682,False,5.41164
Magdalena,2024,Dry,6,6,356.2,28.08,84.34,0.7372225399814516,-6.644746634986907,-13.577756443957925,False,5.41164
Majayjay,2024,Dry,1,1,134.8,22.65,90.19,0.5453700134386399,-6.417442470056015,-13.22248773537178,False,4.09981
Majayjay,2024,Dry,2,2,105.1,23.1,89.37,0.8187318980861686,-6.623535319205589,-13.369659893965236,False,4.09981
Majayjay,2024,Dry,3,3,125.9,23.72,89.15,0.7047325312771696,-6.742130348870695,-13.243779622824661,False,4.09981
Majayjay,2024,Dry,4,4,43.0,26.03,83.95,0.7791677186050169,-7.193574622244497,-13.790769649321032,False,4.09981
Majayjay,2024,Dry,5,5,390.8,26.7,85.23,0.7112537074807749,-6.847735967448757,-13.339800866624616,False,4.09981
Majayjay,2024,Dry,6,6,310.0,26.12,89.08,0.7559196451521318,-6.565961631961809,-13.315894701791388,False,4.09981
Nagcarlan,2024,Dry,1,1,39.3,23.58,82.5,0.4153376660071234,-6.186783022830472,-13.04655897687506,False,4.58833
Nagcarlan,2024,Dry,2,2,30.6,24.11,81.06,0.8073849797218573,-6.523431509695152,-13.275968606343874,False,4.58833
Nagcarlan,2024,Dry,3,3,66.6,24.75,80.76,0.7291022828407565,-6.700056455723919,-13.281494915020595,False,4.58833
Nagcarlan,2024,Dry,4,4,18.0,27.22,75.0,0.7375915245646879,-7.0133141258551515,-13.731894614462822,False,4.58833
Nagcarlan,2024,Dry,5,5,344.7,27.66,78.27,0.6837462054167892,-6.763724777336414,-13.325074782378234,False,4.58833
Nagcarlan,2024,Dry,6,6,361.2,26.54,85.78,0.5930129870252381,-6.210131191032928,-13.025506808750851,False,4.58833
Paete,2024,Dry,1,1,199.0,21.65,88.95,0.7250930595579553,-6.6692599917852595,-13.304271117356043,False,4.04066
Paete,2024,Dry,2,2,191.7,22.0,89.0,0.8221267940092104,-6.49730192119829,-13.289710089531734,False,4.04066
Paete,2024,Dry,3,3,209.3,22.45,89.54,0.5171577690365411,-6.590061713331179,-13.138006043970316,False,4.04066
Paete,2024,Dry,4,4,68.1,24.63,85.69,0.8238937984417436,-6.336737309621312,-13.055417972193663,False,4.04066
Paete,2024,Dry,5,5,326.9,25.22,87.61,0.8430376061647098,-6.517380742001518,-13.040644914353008,False,4.04066
Paete,2024,Dry,6,6,285.0,24.99,90.51,,-6.111379144300429,-12.86890577521106,False,4.04066
Pagsanjan,2024,Dry,1,1,33.0,25.52,79.33,0.6516948322118339,-7.0970840816188865,-14.063338394899068,False,4.04962
Pagsanjan,2024,Dry,2,2,25.6,26.21,77.05,0.7315155316563426,-7.215303411284405,-13.893716108210967,False,4.04962
Pagsanjan,2024,Dry,3,3,52.1,26.78,77.14,0.668716459767842,-7.491079612507399,-13.907441851913449,False,4.04962
Pagsanjan,2024,Dry,4,4,17.9,29.33,71.32,0.6166347586587578,-7.672524632477238,-14.313217747058944,False,4.04962
Pagsanjan,2024,Dry,5,5,340.0,29.52,76.17,0.5941756414885119,-6.898034119034481,-13.328137903572586,False,4.04962
Pagsanjan,2024,Dry,6,6,356.2,28.3,84.37,0.7122994971338272,-6.93168044936514,-13.916704511302209,False,4.04962
Pakil,2024,Dry,1,1,13.0,25.83,76.73,0.510864563480737,-7.0224823732815995,-13.774603721972523,False,4.48538
Pakil,2024,Dry,2,2,7.0,26.27,76.35,0.7871090077549153,-6.982089909237132,-13.738901946402235,False,4.48538
Pakil,2024,Dry,3,3,24.9,26.83,76.65,0.4925595670818316,-6.965755312998127,-13.509774653511396,False,4.48538
Pakil,2024,Dry,4,4,1.4,29.07,73.44,0.7309515707468418,-7.030707891348444,-13.652964968025127,False,4.48538
Pakil,2024,Dry,5,5,245.3,29.65,74.71,0.7474530476098705,-7.215466066378694,-13.643740844955584,False,4.48538
Pakil,2024,Dry,6,6,220.9,28.9,78.44,,-6.419203442075116,-13.284484209930714,False,4.48538
Pangil,2024,Dry,1,1,150.3,22.32,88.14,0.6255460739715075,-7.074167426660793,-13.95031068816149,False,3.93958
Pangil,2024,Dry,2,2,155.5,22.68,88.29,0.8094667637832342,-6.926441194573275,-13.768701377211162,False,3.93958
Pangil,2024,Dry,3,3,174.4,23.09,89.22,0.5981963692741035,-6.89627445161694,-13.442531297001683,False,3.93958
Pangil,2024,Dry,4,4,45.7,25.26,85.57,0.7389848374115945,-7.037514819833193,-13.642842578800881,False,3.93958
Pangil,2024,Dry,5,5,302.2,25.99,86.63,0.7614544418221852,-6.987863291456439,-13.477481018416933,False,3.93958
Pangil,2024,Dry,6,6,259.5,25.73,89.48,0.8474981599436029,-6.620751687643389,-13.524564894560346,False,3.93958
Pila,2024,Dry,1,1,15.0,26.02,74.93,-0.02089364295769032,-7.7028860800934424,-15.071386906267257,False,4.41717
Pila,2024,Dry,2,2,10.4,26.62,73.41,0.6951078155578758,-7.974366983828844,-14.282629183538752,False,4.41717
Pila,2024,Dry,3,3,30.4,27.19,73.71,0.6131136638774539,-8.134005888917173,-13.945412369027968,False,4.41717
Pila,2024,Dry,4,4,12.5,29.57,69.15,0.4659271262401297,-8.390685243126612,-14.503071040711943,False,4.41717
Pila,2024,Dry,5,5,294.5,29.83,74.1,0.4272603138826374,-7.778944277951448,-13.496298206826589,False,4.41717
Pila,2024,Dry,6,6,283.5,28.46,84.18,0.408820806245881,-7.285718378136925,-14.129470896246362,False,4.41717
Rizal,2024,Dry,1,1,36.3,22.92,84.46,0.4017644226551056,-6.478973411143631,-13.192691462486644,False,3.94947
Rizal,2024,Dry,2,2,19.2,23.45,83.0,0.8203533573907781,-6.863071043827093,-13.626695241806576,False,3.94947
Rizal,2024,Dry,3,3,48.1,24.29,81.59,0.6842937519453729,-7.024552393640215,-13.646244743650005,False,3.94947
Rizal,2024,Dry,4,4,27.0,26.73,75.96,0.6798075330817679,-7.493380456775335,-14.207471788556848,False,3.94947
Rizal,2024,Dry,5,5,334.9,27.18,79.41,0.6122227385064183,-7.338075296989868,-13.933192043959005,False,3.94947
Rizal,2024,Dry,6,6,338.5,25.9,87.42,0.49905862940323054,-6.479579187115573,-13.285395141802487,False,3.94947
Santa Cruz,2024,Dry,1,1,15.0,25.84,74.91,0.11710074621375252,-7.441907065229555,-14.000308357625615,False,4.75671
Santa Cruz,2024,Dry,2,2,10.4,26.43,73.38,0.6284921053431046,-7.7488065640773485,-13.82819945645403,False,4.75671
Santa Cruz,2024,Dry,3,3,30.4,26.99,73.67,0.5151542854950194,-7.834231344057969,-13.67837679623769,False,4.75671
Santa Cruz,2024,Dry,4,4,12.5,29.39,69.12,0.47473824789585445,-8.098675274072596,-14.215168833693461,False,4.75671
Santa Cruz,2024,Dry,5,5,294.5,29.65,74.06,0.4795884706385417,-7.246711496910094,-12.940631905195778,False,4.75671
Santa Cruz,2024,Dry,6,6,283.5,28.28,84.16,0.5897936445578669,-7.07625787676084,-13.419575708658297,False,4.75671
Santa Maria,2024,Dry,1,1,26.5,24.53,80.76,0.6973592656837141,-7.067304754750914,-13.893564186883028,False,4.67847
Santa Maria,2024,Dry,2,2,25.3,25.11,79.47,0.8183445155467751,-7.393588733324559,-13.900213141936314,False,4.67847
Santa Maria,2024,Dry,3,3,40.6,25.62,80.2,0.7033666996320079,-7.123035976162699,-13.474964157898766,False,4.67847
Santa Maria,2024,Dry,4,4,13.1,27.98,75.27,0.6968344147992239,-7.6070634187779405,-14.322751972222054,False,4.67847
Santa Maria,2024,Dry,5,5,242.5,28.6,77.89,0.7100845249085544,-7.7489969540374055,-14.379070294355909,False,4.67847
Santa Maria,2024,Dry,6,6,337.5,27.4,86.29,0.7842692216269835,-6.994427042500877,-13.893910589083655,False,4.67847
Siniloan,2024,Dry,1,1,67.1,22.41,86.89,0.5117481830001074,-6.850308675830199,-13.717232020961129,False,3.96338
Siniloan,2024,Dry,2,2,84.3,22.86,86.72,0.8296070941541409,-6.97435150609968,-13.786928123456315,False,3.96338
Siniloan,2024,Dry,3,3,99.3,23.29,87.57,0.7619546138833535,-6.784431723528602,-13.267252944810911,False,3.96338
Siniloan,2024,Dry,4,4,28.6,25.52,83.24,0.7446481068262409,-6.975431763205426,-13.746636046092702,False,3.96338
Siniloan,2024,Dry,5,5,264.8,26.34,83.86,0.7299387351781199,-6.934999952274181,-13.648348733046552,False,3.96338
Siniloan,2024,Dry,6,6,304.8,25.64,89.2,0.7861283857760758,-6.5615478616337075,-13.546272730252548,False,3.96338
Victoria,2024,Dry,1,1,15.0,26.02,74.93,,-8.19860957538682,-15.586686518240027,False,4.58324
Victoria,2024,Dry,2,2,10.4,26.62,73.41,0.6906128749467082,-8.634596597824007,-14.780835634184003,False,4.58324
Victoria,2024,Dry,3,3,30.4,27.19,73.71,0.5641627547242248,-8.786608386617253,-14.45581323603227,False,4.58324
Victoria,2024,Dry,4,4,12.5,29.57,69.15,0.45630981984170194,-8.919653708722054,-15.017297345229462,False,4.58324
Victoria,2024,Dry,5,5,294.5,29.83,74.1,0.3916678722426092,-8.151418375905127,-14.08022600804565,False,4.58324
Victoria,2024,Dry,6,6,283.5,28.46,84.18,0.44841544647030696,-8.387757180279552,-15.49140886191226,False,4.58324
Alaminos,2024,Wet,1,7,302.8,25.76,88.48,0.7232104061138731,-6.076195276089726,-12.933181347923162,False,3.524
Alaminos,2024,Wet,2,8,271.9,26.18,87.86,0.4740470976630369,-5.514312874973562,-12.08679127833283,False,3.524
Alaminos,2024,Wet,3,9,357.2,25.97,88.01,0.7495267496423041,-5.6940003785072335,-12.700878121496027,False,3.524
Alaminos,2024,Wet,4,10,493.4,25.67,87.41,0.7712599628850559,-5.7460191749057605,-12.177552885027572,False,3.524
Alaminos,2024,Wet,5,11,73.4,25.8,84.63,0.6219586812196602,-6.312016376006455,-13.033244455455364,False,3.524
Alaminos,2024,Wet,6,12,269.3,24.46,90.01,0.46785460391714695,-5.47683756963113,-12.174256739963097,False,3.524
Bay,2024,Wet,1,7,534.7,26.48,90.04,0.4483039645409891,-7.015263468810446,-14.084054373963445,False,3.919
Bay,2024,Wet,2,8,262.5,27.07,88.54,0.27497714537236334,-6.349786772889832,-12.738550978598987,False,3.919
Bay,2024,Wet,3,9,339.6,26.83,87.89,0.6989958112984659,-6.4522219565469525,-13.229187710018435,False,3.919
Bay,2024,Wet,4,10,416.5,26.52,87.21,0.697211651567415,-6.463140405621463,-12.677604498484722,False,3.919
Bay,2024,Wet,5,11,60.3,27.02,81.55,0.6499613129700917,-6.8063706854904025,-13.682918587647286,False,3.919
Bay,2024,Wet,6,12,269.1,25.5,86.37,0.38998250131096157,-6.643996182794779,-13.705281015652451,False,3.919
Calauan,2024,Wet,1,7,497.3,26.97,88.14,0.4848567277664741,-6.488277352814933,-13.556668438048607,False,3.852
Calauan,2024,Wet,2,8,285.1,27.39,86.58,0.5804832187204744,-6.009995672316065,-12.430929979608608,False,3.852
Calauan,2024,Wet,3,9,398.4,27.16,86.88,0.7432037166372395,-6.170759528438075,-12.968269585383826,False,3.852
Calauan,2024,Wet,4,10,431.7,26.9,85.49,0.7647332963506751,-6.241185542975484,-12.486827021858032,False,3.852
Calauan,2024,Wet,5,11,73.3,27.44,79.71,0.7106086698686336,-6.697170469268823,-13.35565239429871,False,3.852
Calauan,2024,Wet,6,12,272.9,25.83,86.38,,-6.44013623092549,-13.194807605397964,False,3.852
Cavinti,2024,Wet,1,7,397.5,25.01,90.38,0.5782041057622556,-7.179132768643465,-13.8012667381274,False,3.319
Cavinti,2024,Wet,2,8,272.2,25.42,90.11,0.6390257019242002,-6.913014629124841,-13.628470530395386,False,3.319
Cavinti,2024,Wet,3,9,380.9,25.24,90.27,0.6046590642324425,-7.008806635038072,-13.87592804416994,False,3.319
Cavinti,2024,Wet,4,10,411.1,24.8,90.01,0.6851198785770082,-6.6298159451334335,-13.166559805243887,False,3.319
Cavinti,2024,Wet,5,11,154.2,24.64,89.44,0.6577638713430991,-7.156004857447128,-13.837233072639373,False,3.319
Cavinti,2024,Wet,6,12,542.2,23.21,94.93,,-6.632085172704851,-13.126694365358382,False,3.319
City of Biñan,2024,Wet,1,7,474.7,26.65,87.47,,-5.075799720395944,-12.178975191204964,False,3.61
City of Biñan,2024,Wet,2,8,239.8,27.08,85.91,0.3724567304130406,-4.748502264700033,-10.877353115699792,False,3.61
City of Biñan,2024,Wet,3,9,290.4,26.83,86.58,0.42196333884187526,-5.542004892359646,-11.58547325731722,False,3.61
City of Biñan,2024,Wet,4,10,349.0,26.68,85.77,0.38525713385605026,-4.584607368622469,-10.759373751601533,False,3.61
City of Biñan,2024,Wet,5,11,80.8,27.33,79.66,0.38495668701096436,-5.8263320930797935,-11.788613859324784,False,3.61
City of Biñan,2024,Wet,6,12,171.3,25.77,85.29,0.38211582510766273,-4.695056792675126,-10.69547432650454,False,3.61
City of Cabuyao,2024,Wet,1,7,431.0,26.38,88.57,0.3344979475605718,-5.244697941393802,-13.253947988223915,False,3.736
City of Cabuyao,2024,Wet,2,8,253.6,26.87,86.77,0.47329876870160414,-5.996167134952101,-11.728343072135566,False,3.736
City of Cabuyao,2024,Wet,3,9,309.2,26.67,86.73,0.5079110202060425,-6.409061819165265,-12.232760051463044,False,3.736
City of Cabuyao,2024,Wet,4,10,294.0,26.38,86.74,0.51317673141729,-6.035729275730712,-11.580650058712967,False,3.736
City of Cabuyao,2024,Wet,5,11,81.3,26.84,82.18,0.48223974465260444,-6.565903767446802,-12.32708920457141,False,3.736
City of Cabuyao,2024,Wet,6,12,204.4,25.29,87.26,0.43834510952028455,-5.576148254620097,-11.3229101476352,False,3.736
City of Calamba,2024,Wet,1,7,428.6,26.04,88.5,0.515123505039444,-6.21326394732481,-13.102171838608458,False,3.77
City of Calamba,2024,Wet,2,8,197.8,26.55,87.19,0.5390270080642456,-5.936752894137454,-12.065830552482801,False,3.77
City of Calamba,2024,Wet,3,9,288.5,26.29,87.08,0.5959892331578732,-6.389402186094261,-12.749915849805118,False,3.77
City of Calamba,2024,Wet,4,10,337.9,25.94,87.76,0.5958926972637508,-6.125216872451732,-12.051270692487694,False,3.77
City of Calamba,2024,Wet,5,11,56.3,26.5,81.88,0.5579776316160362,-6.770484165693833,-12.941815674910663,False,3.77
City of Calamba,2024,Wet,6,12,204.6,24.82,88.22,0.5100992147164438,-5.736604673864139,-11.869913268331343,False,3.77
City of San Pablo,2024,Wet,1,7,362.1,26.55,88.84,0.6047619701812915,-6.443590097485057,-13.180764036131716,False,3.754
City of San Pablo,2024,Wet,2,8,258.7,26.91,88.15,0.49759792594572444,-5.990384934879398,-12.462580673888422,False,3.754
City of San Pablo,2024,Wet,3,9,325.0,26.7,88.19,0.6892668575824394,-6.242122320100624,-12.996724243168405,False,3.754
City of San Pablo,2024,Wet,4,10,477.8,26.44,87.17,0.736355212337465,-6.273867675957436,-12.637573991437186,False,3.754
City of San Pablo,2024,Wet,5,11,49.5,26.89,82.17,0.6761221820830137,-6.768522555257214,-13.30687501390672,False,3.754
City of San Pablo,2024,Wet,6,12,278.8,25.29,88.99,,-6.03993178164175,-12.498893208499531,False,3.754
City of Santa Rosa,2024,Wet,1,7,431.0,26.38,88.57,0.6635649886350529,-5.479044057962162,-12.842927919129862,False,3.599
City of Santa Rosa,2024,Wet,2,8,253.6,26.87,86.77,0.39304978446495836,-5.451449349367931,-11.582859047594312,False,3.599
City of Santa Rosa,2024,Wet,3,9,309.2,26.67,86.73,0.512145264255546,-6.0617431066479135,-12.270028749769507,False,3.599
City of Santa Rosa,2024,Wet,4,10,294.0,26.38,86.74,0.5135182838359477,-5.59853135360158,-11.628920421027205,False,3.599
City of Santa Rosa,2024,Wet,5,11,81.3,26.84,82.18,0.4998370153227813,-6.319982719678997,-12.387334562514683,False,3.599
City of Santa Rosa,2024,Wet,6,12,204.4,25.29,87.26,0.494786458770295,-5.175180179368104,-11.252798944577913,False,3.599
Famy,2024,Wet,1,7,408.2,26.64,87.99,0.7027601707413597,-6.80417148330976,-13.490901006846414,False,4.037
Famy,2024,Wet,2,8,252.8,27.0,88.12,0.6815586883630715,-6.547958032197862,-13.028816399912294,False,4.037
Famy,2024,Wet,3,9,383.9,26.62,89.18,0.7235260207937222,-6.510327487770389,-13.408947145816605,False,4.037
Famy,2024,Wet,4,10,318.7,26.42,87.46,0.642455885187882,-6.246607608722548,-12.869547537713247,False,4.037
Famy,2024,Wet,5,11,135.9,26.2,87.04,0.8186331125760584,-6.71510540467483,-13.490541535904322,False,4.037
Famy,2024,Wet,6,12,383.6,24.85,91.15,,-6.3048777606394655,-12.943519233362268,False,4.037
Kalayaan,2024,Wet,1,7,459.8,24.94,91.73,0.6956063405463845,-7.04071396476186,-13.579879111400126,False,3.372
Kalayaan,2024,Wet,2,8,277.3,25.49,90.68,0.6225613965144364,-7.0228493121317275,-13.587852074407472,False,3.372
Kalayaan,2024,Wet,3,9,410.1,25.17,91.35,0.12135147050877948,-6.895308847612565,-13.726353527419215,False,3.372
Kalayaan,2024,Wet,4,10,391.9,24.73,91.27,0.5619699510284094,-6.682654687071914,-13.22671797462791,False,3.372
Kalayaan,2024,Wet,5,11,191.3,24.51,90.99,0.6054711634096398,-7.195315570262124,-13.81299100784392,False,3.372
Kalayaan,2024,Wet,6,12,631.2,23.12,95.75,,-6.73037007007621,-13.213837148627459,False,3.372
Liliw,2024,Wet,1,7,382.6,25.7,87.27,0.47168822586073256,-6.67611300566047,-13.494694715359651,False,3.931
Liliw,2024,Wet,2,8,277.3,25.96,87.51,0.6506109247041624,-6.173234734267518,-12.749067679589682,False,3.931
Liliw,2024,Wet,3,9,377.6,25.8,87.59,0.784304897013027,-6.484079336475652,-13.28938093906707,False,3.931
Liliw,2024,Wet,4,10,464.9,25.5,86.65,0.7606738068064289,-6.233950876253399,-12.627184253024994,False,3.931
Liliw,2024,Wet,5,11,119.4,25.57,84.58,0.7058999428924435,-6.819916208897624,-13.41624428680743,False,3.931
Liliw,2024,Wet,6,12,378.1,24.05,90.87,,-6.270996015270526,-12.917353356574626,False,3.931
Los Baños,2024,Wet,1,7,534.7,25.42,89.96,0.4598409158288778,-6.394186575411755,-13.009896122181178,False,3.609
Los Baños,2024,Wet,2,8,262.5,26.01,88.46,0.4664905914349925,-5.630339291596681,-11.984574690263827,False,3.609
Los Baños,2024,Wet,3,9,339.6,25.77,87.8,0.7474236944813043,-6.098138088463394,-12.857641629920082,False,3.609
Los Baños,2024,Wet,4,10,416.5,25.46,87.12,0.7394091500351736,-6.13959470193258,-12.309582970821767,False,3.609
Los Baños,2024,Wet,5,11,60.3,25.96,81.43,0.66817521899378,-6.31405670512104,-12.864714467321894,False,3.609
Los Baños,2024,Wet,6,12,269.1,24.44,86.29,-0.026045090724649125,-5.491526563244426,-12.05581943173462,False,3.609
Luisiana,2024,Wet,1,7,412.9,24.32,90.36,0.5463200090616431,-6.568151183839353,-13.305543599994973,False,3.197
Luisiana,2024,Wet,2,8,254.2,24.74,89.82,0.7145603387868482,-6.008224891532729,-12.756144091713638,False,3.197
Luisiana,2024,Wet,3,9,407.2,24.54,90.3,0.8206940889146377,-6.419078505229163,-13.316282579462273,False,3.197
Luisiana,2024,Wet,4,10,509.8,24.05,90.54,0.8034987035611785,-6.157614007190857,-12.713849979752078,False,3.197
Luisiana,2024,Wet,5,11,197.9,23.88,90.46,0.7255537671418063,-6.506644572477905,-13.246543105389108,False,3.197
Luisiana,2024,Wet,6,12,715.0,22.47,96.01,,-6.207151872166821,-12.81099890780228,False,3.197
Lumban,2024,Wet,1,7,459.8,24.94,91.73,0.6396315103665167,-7.417040349576909,-14.242425165665505,False,3.62
Lumban,2024,Wet,2,8,277.3,25.49,90.68,0.6477669205946341,-7.555593194239655,-14.039544816212771,False,3.62
Lumban,2024,Wet,3,9,410.1,25.17,91.35,0.5207603809047254,-7.501891876952843,-14.2706164062001,False,3.62
Lumban,2024,Wet,4,10,391.9,24.73,91.27,0.6688059491104411,-7.5780317006200635,-14.008374292455661,False,3.62
Lumban,2024,Wet,5,11,191.3,24.51,90.99,0.6014349828539215,-7.65435468169976,-14.271938977129027,False,3.62
Lumban,2024,Wet,6,12,631.2,23.12,95.75,,-7.392852844348129,-13.805407888848789,False,3.62
Mabitac,2024,Wet,1,7,465.5,26.78,85.2,0.6125979773643583,-7.787888818101417,-15.133407768361817,False,3.926
Mabitac,2024,Wet,2,8,287.2,26.99,86.28,0.6745028316625173,-7.623514252415977,-13.98629961023728,False,3.926
Mabitac,2024,Wet,3,9,415.5,26.61,87.15,0.7711852917989465,-7.637195112617869,-14.500647619709712,False,3.926
Mabitac,2024,Wet,4,10,297.5,26.62,84.3,0.5045520468625291,-7.975403707631442,-14.679334373030901,False,3.926
Mabitac,2024,Wet,5,11,124.7,26.4,83.71,0.6405094185601822,-8.103398245177342,-14.994448811166952,False,3.926
Mabitac,2024,Wet,6,12,286.4,25.19,86.32,,-8.90431425200436,-15.789732218595379,False,3.926
Magdalena,2024,Wet,1,7,369.7,27.27,85.56,0.5042298786651663,-6.730476485676974,-13.707572410165106,False,3.897
Magdalena,2024,Wet,2,8,262.8,27.55,86.56,0.6903678624819977,-6.257617558574947,-12.78975816859935,False,3.897
Magdalena,2024,Wet,3,9,384.2,27.38,86.59,0.7742179406218288,-6.424524893163761,-13.26192371729424,False,3.897
Magdalena,2024,Wet,4,10,384.8,27.11,84.97,0.7692912856915165,-6.092643933696089,-12.564351111602704,False,3.897
Magdalena,2024,Wet,5,11,137.0,27.21,82.2,0.6590408754979222,-6.864099807994579,-13.591812237725916,False,3.897
Magdalena,2024,Wet,6,12,358.8,25.6,88.46,,-6.40363218229595,-13.18835551985936,False,3.897
Majayjay,2024,Wet,1,7,412.9,25.28,90.42,0.5337409816472427,-6.770294414674187,-13.529707297981275,False,3.458
Majayjay,2024,Wet,2,8,254.2,25.69,89.89,0.6453745970577204,-6.039069216220656,-12.784297108362665,False,3.458
Majayjay,2024,Wet,3,9,407.2,25.49,90.36,0.8079335748230917,-6.4740447450326,-13.358457676864914,False,3.458
Majayjay,2024,Wet,4,10,509.8,25.02,90.62,0.14437278353570127,-6.280588430098951,-12.661230706452171,False,3.458
Majayjay,2024,Wet,5,11,197.9,24.83,90.52,0.6746462195849194,-6.684934152356957,-13.270237513237138,False,3.458
Majayjay,2024,Wet,6,12,715.0,23.43,96.04,,-6.233585026176704,-12.773540611712507,False,3.458
Nagcarlan,2024,Wet,1,7,382.6,25.7,87.27,0.5013102514923985,-6.221438151267558,-13.261733416340492,False,3.671
Nagcarlan,2024,Wet,2,8,277.3,25.96,87.51,0.6164804232202273,-5.79811376998589,-12.51345760514707,False,3.671
Nagcarlan,2024,Wet,3,9,377.6,25.8,87.59,0.8035791890483203,-6.104347849338401,-13.116013876120276,False,3.671
Nagcarlan,2024,Wet,4,10,464.9,25.5,86.65,0.773355959432437,-6.088769571844199,-12.569823152947501,False,3.671
Nagcarlan,2024,Wet,5,11,119.4,25.57,84.58,0.7319999467477153,-6.551449559035867,-13.220458547096596,False,3.671
Nagcarlan,2024,Wet,6,12,378.1,24.05,90.87,,-5.965381327037234,-12.6480922278145,False,3.671
Paete,2024,Wet,1,7,439.8,24.03,92.28,0.7491934449614273,-6.556329516892895,-13.015431833235322,False,3.119
Paete,2024,Wet,2,8,181.9,24.85,89.42,0.809303105059588,-6.569558505896918,-13.139566335146947,False,3.119
Paete,2024,Wet,3,9,369.6,24.38,91.01,0.8044221969477156,-6.449514827107422,-13.319814409368687,False,3.119
Paete,2024,Wet,4,10,397.5,23.82,91.86,0.7128918552656515,-6.292052081247862,-12.925846460522092,False,3.119
Paete,2024,Wet,5,11,290.8,23.56,91.86,0.5476749719837728,-6.800503255535422,-13.450689068901882,False,3.119
Paete,2024,Wet,6,12,926.8,22.18,96.89,,-6.065149322359508,-12.544995757290701,False,3.119
Pagsanjan,2024,Wet,1,7,369.7,27.5,85.58,0.4726928851240528,-6.831926818446609,-14.267944537868866,False,3.837
Pagsanjan,2024,Wet,2,8,262.8,27.77,86.58,0.663514821896536,-6.61789426778639,-13.159449535893597,False,3.837
Pagsanjan,2024,Wet,3,9,384.2,27.6,86.61,0.7238004665728849,-6.900955424765131,-13.580328317278596,False,3.837
Pagsanjan,2024,Wet,4,10,384.8,27.34,85.0,0.7364495206696084,-6.132272042618141,-12.442802980771136,False,3.837
Pagsanjan,2024,Wet,5,11,137.0,27.43,82.23,0.6514112951157391,-6.7619838776306525,-13.56262258559337,False,3.837
Pagsanjan,2024,Wet,6,12,358.8,25.83,88.48,,-6.802129628179392,-13.692822060224339,False,3.837
Pakil,2024,Wet,1,7,468.5,28.15,79.7,0.7180610032738205,-6.819924676147942,-13.408804172805455,False,3.302
Pakil,2024,Wet,2,8,313.8,28.47,79.71,0.7597066371075001,-6.606383136535942,-13.268291588317364,False,3.302
